"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-01-24",,,"0.00","0.0","0.0","45","18","35"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-01-25",,,"0.00","0.0","0.0","43","17","38"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-01-26",,,"0.00","0.0","0.0","37","12","36"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-01-27",,,"0.13","1.5","2.0","33","25","32"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-01-28",,,"0.40","7.0","7.0","28","20","27"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-01-29",,,"0.12","1.0","7.0","34","19","30"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-01-30",,,"0.15","1.0","6.0","32","21","30"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-01-31",,,"0.00","0.0","6.0","33","0","32"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-01",,,"0.00","0.0","5.0","38","2","36"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-02",,,"0.00","0.0","4.0","50","13","44"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-03",,,"0.00","0.0","2.0","53","20","49"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-04",,,"0.00","0.0","1.0","57","24","50"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-05",,,"0.00","0.0",,"59","24","59"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-06",,,"0.00","0.0",,"53","25","51"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-07",,,"0.00","0.0","0.0","45","33","40"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-08",,,"0.00","0.0","0.0","31","17","26"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-09",,,"0.00","0.0","0.0","38","8","37"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-10",,,"0.00","0.0","0.0","45","14","42"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-11",,,"0.00","0.0","0.0","41","22","40"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-12",,,"0.00","0.0","0.0","47","17","46"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-13",,,"0.00","0.0","0.0","45","27","33"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-14",,,"0.23","3.5","4.0","45","20","28"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-15",,,"0.00","0.0","2.0","38","6","34"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-16",,,"0.00","0.0","1.0","45","12","42"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-17",,,"0.00","0.0",,"45","20","44"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-18",,,"0.00","0.0","0.0","52","27","50"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-19",,,"0.00","0.0","0.0","52","23","49"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-20",,,"0.00","0.0","0.0","52","25","49"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-21",,,"0.00","0.0","0.0","54","31","51"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-22",,,"0.00","0.0","0.0","53","26","52"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-23",,,"0.02","0.5","1.0","41","27","34"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-24",,,"0.04","0.5","1.0","38","10","37"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-25",,,"0.09","0.5","1.0","40","25","29"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-26",,,"0.13","0.5","1.0","40","28","31"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-27",,,"0.34","2.0","2.0","40","21","33"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-02-28",,,"0.19","2.0","3.0","36","24","31"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-01",,,"0.21","2.0","2.0","40","20","36"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-02",,,"0.00","0.0","1.0","44","16","40"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-03",,,"0.35","4.0","4.0","44","26","40"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-04",,,"0.00","0.0","3.0","45","20","44"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-05",,,"0.00","0.0",,"51","34","49"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-06",,,"0.07","0.0",,"48","32","46"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-07",,,"0.15","0.0",,"48","32","42"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-08",,,"0.00","0.0","0.0","53","27","49"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-09",,,"0.00","0.0","0.0","46","29","45"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-10",,,"0.68","6.0","6.0","39","22","31"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-11",,,"0.54","3.0","7.0","35","25","33"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-12",,,"0.25","2.0","8.0","42","20","40"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-13",,,"0.00","0.0","6.0","48","16","48"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-14",,,"0.00","0.0","3.0","52","21","50"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-15",,,"0.00","0.0","1.0","52","20","46"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-16",,,"0.00","0.0",,"54","22","51"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-17",,,"0.00","0.0",,"48","21","45"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-18",,,"0.00","0.0","0.0","54","22","52"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-19",,,"0.00","0.0","0.0","59","26","58"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-20",,,"0.00","0.0","0.0","68","23","68"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-21",,,"0.00","0.0","0.0","66","29","63"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-22",,,"0.00","0.0","0.0","66","31","56"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-23",,,"0.00","0.0","0.0","63","28","60"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-24",,,"0.00","0.0","0.0","62","28","62"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-25",,,"0.00","0.0","0.0","62","29","59"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-26",,,"0.00","0.0","0.0","63","29","62"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-27",,,"0.00","0.0","0.0","60","29","58"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-28",,,"0.00","0.0","0.0","61","27","59"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-29",,,"0.00","0.0","0.0","61","30","59"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-30",,,"0.00","0.0","0.0","60","22","59"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-03-31",,,"0.00","0.0","0.0","65","26","64"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-01",,,"0.00","0.0","0.0","66","29","65"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-02",,,"0.00","0.0","0.0","63","42","60"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-03",,,"0.00","0.0","0.0","61","36","51"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-04",,,"0.00","0.0","0.0","59","31","42"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-05",,,"0.00","0.0","0.0","51","29","42"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-06",,,"0.07","0.0","0.0","46","30","44"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-07",,,"0.04","0.0","0.0","38","31","37"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-08",,,"0.13","4.0","4.0","47","26","45"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-09",,,"0.00",,,"52","18","49"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-10",,,"0.30","0.3","4.0","32","24","27"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-11",,,"0.06","0.0","3.0","41","23","39"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-12",,,"0.08","1.0","2.0","46","27","44"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-13",,,"0.00","0.0","0.0","51","18","55"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-14",,,"0.00","0.0","0.0","62","23","61"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-15",,,"0.00","0.0","0.0","66","25","60"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-16",,,"0.00","0.0","0.0","75","37","70"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-17",,,"0.00","0.0","0.0","78","30","74"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-18",,,"0.00","0.0","0.0","74","30","67"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-19",,,"0.00","0.0","0.0","67","44","63"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-20",,,"0.00","0.0","0.0","54","30","50"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-21",,,"0.10","0.0","0.0","40","34","35"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-22",,,"0.03","0.0","0.0","54","27","52"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-23",,,"0.00","0.0","0.0","59","23","58"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-24",,,"0.00","0.0","0.0","67","31","64"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-25",,,"0.00","0.0","0.0","73","41","71"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-26",,,"0.00","0.0","0.0","76","36","68"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-27",,,"0.15","0.0","0.0","68","38","60"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-28",,,"0.00","0.0","0.0","72","47","69"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-29",,,"0.00","0.0","0.0","71","30","70"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-04-30",,,"0.00","0.0","0.0","75","31","74"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-01",,,"0.00","0.0","0.0","79","35","77"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-02",,,"0.00","0.0","0.0","68","41","47"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-03",,,"0.00","0.0","0.0","54","27","48"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-04",,,"0.00","0.0","0.0","56","22","53"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-05",,,"0.00","0.0","0.0","65","23","64"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-06",,,"0.00","0.0","0.0","71","50","69"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-07",,,"0.00","0.0","0.0","77","40","76"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-08",,,"0.00","0.0","0.0","79","48","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-09",,,"0.00","0.0","0.0","82","42","76"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-10",,,"0.00","0.0","0.0","82","39","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-11",,,"0.00","0.0","0.0","85","39","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-12",,,"0.00","0.0","0.0","80","42","69"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-13",,,"0.01","0.0","0.0","71","49","68"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-14",,,"0.20","0.0","0.0","75","40","70"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-15",,,"0.00","0.0","0.0","77","38","74"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-16",,,"0.00","0.0","0.0","80","41","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-17",,,"0.00","0.0","0.0","80","40","65"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-18",,,"0.00","0.0","0.0","74","42","66"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-19",,,"0.00","0.0","0.0","78","46","73"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-20",,,"0.00","0.0","0.0","77","48","77"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-21",,,"0.00","0.0","0.0","78","44","73"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-22",,,"0.00","0.0","0.0","79","48","77"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-23",,,"0.00","0.0","0.0","84","38","82"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-24",,,"0.00","0.0","0.0","89","43","83"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-25",,,"0.00","0.0","0.0","88","43","81"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-26",,,"0.00","0.0","0.0","87","41","86"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-27",,,"0.00","0.0","0.0","83","43","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-28",,,"0.00","0.0","0.0","77","43","74"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-29",,,"0.00","0.0","0.0","80","42","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-30",,,"0.01","0.0","0.0","86","46","84"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-05-31",,,"0.00","0.0","0.0","85","44","84"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-01",,,"0.00","0.0","0.0","88","41","86"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-02",,,"0.00","0.0","0.0","86","46","76"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-03",,,"0.00","0.0","0.0","78","44","76"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-04",,,"0.00","0.0","0.0","76","40","73"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-05",,,"0.00","0.0","0.0","81","34","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-06",,,"0.00","0.0","0.0","87","42","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-07",,,"0.00","0.0","0.0","90","48","82"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-08",,,"0.00","0.0","0.0","90","50","88"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-09",,,"0.00","0.0","0.0","88","39","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-10",,,"0.00","0.0","0.0","88","42","86"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-11",,,"0.00","0.0","0.0","87","41","84"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-12",,,"0.00","0.0","0.0","80","45","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-13",,,"0.00","0.0","0.0","68","40","59"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-14",,,"0.00","0.0","0.0","70","29","69"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-15",,,"0.00","0.0","0.0","83","35","82"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-16",,,"0.00","0.0","0.0","87","40","83"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-17",,,"0.00","0.0","0.0","90","41","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-18",,,"0.00","0.0","0.0","88","45","85"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-19",,,"0.00","0.0","0.0","87","43","85"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-20",,,"0.00","0.0","0.0","89","45","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-21",,,"0.00","0.0","0.0","91","54","90"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-22",,,"0.00","0.0","0.0","89","48","84"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-23",,,"0.01","0.0","0.0","81","52","67"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-24",,,"0.00","0.0","0.0","84","54","82"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-25",,,"0.00","0.0","0.0","85","47","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-26",,,"0.00","0.0","0.0","74","41","73"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-27",,,"0.02","0.0","0.0","85","35","83"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-28",,,"0.00","0.0","0.0","90","45","89"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-29",,,"0.00","0.0","0.0","92","47","90"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-06-30",,,"0.00","0.0","0.0","92","50","91"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-01",,,"0.00","0.0","0.0","89","56","84"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-02",,,"0.00","0.0","0.0","91","60","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-03",,,"0.00","0.0","0.0","95","53","93"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-04",,,"0.00","0.0","0.0","94","47","90"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-05",,,"0.21","0.0","0.0","92","41","70"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-06",,,"0.02","0.0","0.0","64","50","61"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-07",,,"0.03","0.0","0.0","81","48","61"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-08",,,"0.19","0.0","0.0","67","49","60"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-09",,,"0.04","0.0","0.0","73","50","69"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-10",,,"0.13","0.0","0.0","78","60","68"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-11",,,"0.00","0.0","0.0","79","49","61"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-12",,,"0.00","0.0","0.0","84","48","82"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-13",,,"0.00","0.0","0.0","87","55","83"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-14",,,"0.58","0.0","0.0","76","59","62"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-15",,,"0.90","0.0","0.0","80","55","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-16",,,"0.00","0.0","0.0","81","40","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-17",,,"0.00","0.0","0.0","80","43","76"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-18",,,"0.00","0.0","0.0","81","48","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-19",,,"0.00","0.0","0.0","84","45","74"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-20",,,"0.13","0.0","0.0","81","47","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-21",,,"0.00","0.0","0.0","85","48","83"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-22",,,"0.00","0.0","0.0","85","47","84"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-23",,,"0.00","0.0","0.0","82","50","81"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-24",,,"0.00","0.0","0.0","86","52","85"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-25",,,"0.23","0.0","0.0","77","52","67"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-26",,,"0.07","0.0","0.0","79","50","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-27",,,"0.00","0.0","0.0","86","48","86"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-28",,,"0.00","0.0","0.0","91","51","90"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-29",,,"0.00","0.0","0.0","88","50","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-30",,,"0.00","0.0","0.0","80","50","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-07-31",,,"0.00","0.0","0.0","83","51","80"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-01",,,"0.00","0.0","0.0","84","51","76"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-02",,,"0.00","0.0","0.0","83","53","71"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-03",,,"0.49","0.0","0.0","74","57","66"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-04",,,"0.04","0.0","0.0","80","53","75"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-05",,,"0.00","0.0","0.0","85","50","84"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-06",,,"0.19","0.0","0.0","85","50","70"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-07",,,"0.19","0.0","0.0","86","53","60"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-08",,,"0.15","0.0","0.0","80","54","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-09",,,"0.41","0.0","0.0","79","54","75"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-10",,,"0.09","0.0","0.0","81","57","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-11",,,"0.00","0.0","0.0","83","53","80"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-12",,,"0.00","0.0","0.0","80","53","75"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-13",,,"3.28","0.0","0.0","70","55","65"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-14",,,"0.00","0.0","0.0","77","52","72"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-15",,,"0.07","0.0","0.0","79","50","65"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-16",,,"0.00","0.0","0.0","84","43","81"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-17",,,"0.00","0.0","0.0","85","50","84"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-18",,,"0.00","0.0","0.0","88","52","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-19",,,"0.00","0.0","0.0","82","52","65"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-20",,,"0.39","0.0","0.0","68","52","68"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-21",,,"0.00","0.0","0.0","77","51","73"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-22",,,"0.00","0.0","0.0","78","48","77"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-23",,,"0.00","0.0","0.0","80","43","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-24",,,"0.00","0.0","0.0","83","45","82"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-25",,,"0.00","0.0","0.0","86","46","85"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-26",,,"0.00","0.0","0.0","88","49","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-27",,,"0.00","0.0","0.0","89","47","87"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-28",,,"0.00","0.0","0.0","88","51","85"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-29",,,"0.00","0.0","0.0","84","59","81"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-30",,,"0.00","0.0","0.0","81","47","76"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-08-31",,,"0.00","0.0","0.0","79","47","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-09-01",,,"0.00","0.0","0.0","81","44","79"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-09-02",,,"0.00","0.0","0.0","83","43","83"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-09-03",,,"0.02","0.0","0.0","76","45","72"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-09-04",,,"0.01","0.0","0.0","86","49","83"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-09-05",,,"0.00","0.0","0.0","84","49","81"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-09-06",,,"0.00","0.0","0.0","84","56","78"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-09-07",,,"0.00","0.0","0.0","74","39","72"
"USC00023596","GRAND CANYON NATIONAL PARK 2, AZ US","2001-09-08",,,"0.00","0.0","0.0","74","40","71"
